date,reviewer_id,content_category,shift,region,decision_outcome,correct_decision,processing_time_mins,sla_breached
2024-01-01,REV_008,Self Harm,Night,EMEA,Escalated,True,7.63,False
2024-01-01,REV_008,Self Harm,Night,AMER,Kept,True,14.1,True
2024-01-01,REV_004,Animal Cruelty,Morning,AMER,Removed,True,5.09,False
2024-01-01,REV_003,Hate Speech,Morning,EMEA,Kept,True,12.63,True
2024-01-01,REV_015,Hate Speech,Afternoon,AMER,Kept,True,6.93,False
2024-01-01,REV_017,Animal Cruelty,Afternoon,EMEA,Kept,True,2.04,False
2024-01-01,REV_011,Animal Cruelty,Afternoon,APAC,Escalated,True,14.49,True
2024-01-01,REV_019,Hate Speech,Night,EMEA,Removed,True,11.8,True
2024-01-01,REV_016,Animal Cruelty,Night,EMEA,Escalated,False,3.95,False
2024-01-01,REV_014,Violence,Afternoon,APAC,Kept,True,7.01,False
2024-01-01,REV_004,Child Safety,Afternoon,EMEA,Kept,True,5.39,False
2024-01-01,REV_018,Hate Speech,Afternoon,APAC,Kept,True,5.86,False
2024-01-01,REV_017,Hate Speech,Night,AMER,Escalated,True,2.23,False
2024-01-01,REV_012,Animal Cruelty,Afternoon,AMER,Kept,True,2.2,False
2024-01-01,REV_018,Child Safety,Afternoon,EMEA,Removed,False,8.04,False
2024-01-01,REV_020,Child Safety,Night,APAC,Kept,True,1.68,False
2024-01-01,REV_003,Child Safety,Morning,EMEA,Removed,False,10.24,True
2024-01-01,REV_016,Violence,Afternoon,AMER,Kept,True,7.11,False
2024-01-01,REV_016,Child Safety,Afternoon,AMER,Escalated,True,4.07,False
2024-01-01,REV_017,Violence,Morning,APAC,Kept,True,12.17,True
2024-01-01,REV_011,Animal Cruelty,Afternoon,APAC,Escalated,True,5.53,False
2024-01-01,REV_019,Violence,Afternoon,APAC,Kept,True,8.04,False
2024-01-01,REV_018,Animal Cruelty,Afternoon,EMEA,Escalated,False,13.24,True
2024-01-01,REV_008,Animal Cruelty,Afternoon,APAC,Kept,True,7.05,False
2024-01-01,REV_016,Violence,Afternoon,EMEA,Escalated,False,12.2,True
2024-01-01,REV_005,Bullying,Morning,APAC,Removed,True,9.47,False
2024-01-01,REV_015,Hate Speech,Night,EMEA,Escalated,True,3.45,False
2024-01-01,REV_005,Hate Speech,Afternoon,EMEA,Escalated,True,10.85,True
2024-01-01,REV_003,Self Harm,Night,AMER,Escalated,True,5.77,False
2024-01-01,REV_016,Animal Cruelty,Morning,AMER,Kept,True,10.02,True
2024-01-01,REV_008,Violence,Morning,EMEA,Escalated,False,11.76,True
2024-01-01,REV_004,Bullying,Morning,AMER,Kept,True,1.89,False
2024-01-01,REV_002,Self Harm,Afternoon,EMEA,Kept,True,4.8,False
2024-01-01,REV_019,Violence,Morning,APAC,Kept,True,9.73,False
2024-01-01,REV_020,Violence,Morning,EMEA,Kept,False,3.43,False
2024-01-01,REV_009,Bullying,Afternoon,AMER,Kept,True,12.36,True
2024-01-01,REV_018,Child Safety,Morning,EMEA,Kept,False,14.83,True
2024-01-01,REV_014,Violence,Afternoon,EMEA,Kept,True,4.19,False
2024-01-01,REV_016,Hate Speech,Morning,EMEA,Escalated,True,9.26,False
2024-01-01,REV_010,Hate Speech,Night,EMEA,Escalated,True,9.14,False
2024-01-01,REV_002,Animal Cruelty,Night,EMEA,Removed,True,13.69,True
2024-01-01,REV_020,Self Harm,Morning,AMER,Escalated,True,4.88,False
2024-01-01,REV_005,Violence,Morning,AMER,Kept,True,5.67,False
2024-01-01,REV_002,Animal Cruelty,Afternoon,AMER,Kept,True,13.78,True
2024-01-01,REV_014,Child Safety,Morning,APAC,Kept,True,13.33,True
2024-01-01,REV_017,Animal Cruelty,Afternoon,APAC,Kept,True,12.63,True
2024-01-01,REV_010,Violence,Afternoon,APAC,Removed,True,2.52,False
2024-01-01,REV_013,Animal Cruelty,Afternoon,APAC,Escalated,True,1.69,False
2024-01-01,REV_004,Bullying,Afternoon,AMER,Kept,True,5.04,False
2024-01-01,REV_012,Hate Speech,Night,APAC,Escalated,True,9.86,False
2024-01-01,REV_011,Animal Cruelty,Morning,AMER,Escalated,True,12.62,True
2024-01-01,REV_010,Violence,Afternoon,APAC,Kept,True,14.27,True
2024-01-01,REV_016,Hate Speech,Morning,APAC,Kept,False,3.33,False
2024-01-01,REV_012,Violence,Night,AMER,Escalated,False,7.16,False
2024-01-01,REV_005,Bullying,Night,APAC,Kept,True,9.81,False
2024-01-01,REV_002,Violence,Afternoon,APAC,Kept,True,14.33,True
2024-01-01,REV_004,Violence,Afternoon,AMER,Removed,False,10.21,True
2024-01-01,REV_013,Self Harm,Morning,APAC,Removed,False,12.63,True
2024-01-01,REV_007,Violence,Night,AMER,Kept,False,2.18,False
2024-01-01,REV_008,Child Safety,Night,APAC,Removed,True,11.83,True
2024-01-01,REV_019,Child Safety,Morning,EMEA,Escalated,True,12.15,True
2024-01-01,REV_001,Self Harm,Morning,APAC,Removed,True,12.28,True
2024-01-01,REV_001,Child Safety,Morning,EMEA,Kept,True,4.71,False
2024-01-01,REV_001,Child Safety,Afternoon,APAC,Removed,True,7.18,False
2024-01-01,REV_003,Bullying,Afternoon,EMEA,Escalated,True,2.97,False
2024-01-01,REV_008,Animal Cruelty,Morning,AMER,Escalated,True,13.2,True
2024-01-01,REV_010,Bullying,Night,APAC,Kept,True,7.97,False
2024-01-01,REV_014,Violence,Morning,EMEA,Removed,True,7.49,False
2024-01-01,REV_011,Animal Cruelty,Morning,APAC,Escalated,True,9.93,False
2024-01-01,REV_018,Violence,Afternoon,EMEA,Kept,False,8.66,False
2024-01-01,REV_017,Animal Cruelty,Afternoon,APAC,Escalated,True,3.04,False
2024-01-01,REV_018,Violence,Morning,EMEA,Kept,True,4.58,False
2024-01-01,REV_015,Bullying,Afternoon,AMER,Escalated,True,7.26,False
2024-01-01,REV_009,Self Harm,Morning,AMER,Removed,False,2.41,False
2024-01-01,REV_003,Bullying,Morning,AMER,Escalated,True,12.46,True
2024-01-01,REV_002,Animal Cruelty,Night,AMER,Kept,True,3.15,False
2024-01-01,REV_014,Violence,Morning,EMEA,Escalated,True,6.25,False
2024-01-01,REV_017,Child Safety,Morning,AMER,Kept,True,12.94,True
2024-01-01,REV_018,Self Harm,Morning,EMEA,Escalated,True,12.4,True
2024-01-01,REV_020,Animal Cruelty,Night,AMER,Escalated,True,9.72,False
2024-01-01,REV_009,Hate Speech,Morning,EMEA,Kept,True,5.67,False
2024-01-01,REV_012,Hate Speech,Morning,APAC,Removed,True,6.91,False
2024-01-01,REV_001,Hate Speech,Night,AMER,Kept,True,7.17,False
2024-01-01,REV_006,Self Harm,Afternoon,AMER,Escalated,True,14.21,True
2024-01-01,REV_003,Hate Speech,Morning,APAC,Removed,True,2.17,False
2024-01-01,REV_009,Bullying,Night,EMEA,Kept,True,7.47,False
2024-01-01,REV_007,Animal Cruelty,Morning,EMEA,Escalated,True,5.32,False
2024-01-01,REV_019,Bullying,Night,AMER,Escalated,True,4.48,False
2024-01-01,REV_002,Hate Speech,Morning,EMEA,Kept,False,11.86,True
2024-01-01,REV_010,Self Harm,Morning,APAC,Removed,True,7.31,False
2024-01-01,REV_013,Animal Cruelty,Night,APAC,Kept,True,12.75,True
2024-01-01,REV_003,Bullying,Night,APAC,Removed,True,7.71,False
2024-01-01,REV_011,Animal Cruelty,Afternoon,AMER,Kept,True,10.14,True
2024-01-01,REV_004,Bullying,Morning,EMEA,Kept,True,14.29,True
2024-01-01,REV_012,Hate Speech,Afternoon,APAC,Escalated,True,9.45,False
2024-01-01,REV_003,Bullying,Afternoon,AMER,Removed,True,6.0,False
2024-01-01,REV_003,Animal Cruelty,Night,APAC,Kept,True,4.12,False
2024-01-01,REV_012,Violence,Night,APAC,Removed,True,3.48,False
2024-01-01,REV_006,Animal Cruelty,Morning,AMER,Escalated,True,14.34,True
2024-01-01,REV_016,Bullying,Night,AMER,Escalated,True,13.98,True
2024-01-01,REV_020,Self Harm,Night,EMEA,Kept,True,2.42,False
2024-01-01,REV_010,Self Harm,Night,APAC,Kept,True,2.5,False
2024-01-01,REV_015,Hate Speech,Morning,EMEA,Removed,True,2.54,False
2024-01-01,REV_020,Animal Cruelty,Night,EMEA,Escalated,True,8.98,False
2024-01-01,REV_002,Bullying,Night,AMER,Escalated,True,9.67,False
2024-01-01,REV_005,Hate Speech,Afternoon,APAC,Escalated,True,12.8,True
2024-01-01,REV_003,Animal Cruelty,Night,APAC,Kept,True,11.05,True
2024-01-01,REV_017,Animal Cruelty,Night,APAC,Kept,True,13.89,True
2024-01-01,REV_014,Self Harm,Night,AMER,Kept,True,10.02,True
2024-01-01,REV_003,Self Harm,Morning,AMER,Escalated,True,5.34,False
2024-01-01,REV_020,Child Safety,Afternoon,APAC,Kept,True,3.41,False
2024-01-01,REV_010,Violence,Night,AMER,Removed,True,9.53,False
2024-01-01,REV_010,Animal Cruelty,Afternoon,AMER,Escalated,True,12.48,True
2024-01-01,REV_017,Hate Speech,Night,AMER,Kept,True,6.38,False
2024-01-01,REV_010,Child Safety,Morning,EMEA,Removed,False,8.06,False
2024-01-01,REV_005,Child Safety,Morning,EMEA,Escalated,True,2.87,False
2024-01-01,REV_017,Hate Speech,Night,EMEA,Escalated,True,9.84,False
2024-01-01,REV_013,Child Safety,Morning,APAC,Removed,True,11.91,True
2024-01-01,REV_015,Hate Speech,Afternoon,EMEA,Kept,True,4.71,False
2024-01-01,REV_020,Self Harm,Night,EMEA,Kept,True,4.73,False
2024-01-01,REV_007,Self Harm,Night,AMER,Kept,False,7.73,False
2024-01-01,REV_013,Animal Cruelty,Night,EMEA,Escalated,False,12.53,True
2024-01-01,REV_005,Self Harm,Morning,AMER,Removed,True,6.51,False
2024-01-01,REV_017,Hate Speech,Afternoon,APAC,Escalated,True,5.18,False
2024-01-01,REV_005,Bullying,Morning,APAC,Removed,True,13.44,True
2024-01-01,REV_014,Hate Speech,Afternoon,AMER,Removed,True,6.71,False
2024-01-01,REV_012,Child Safety,Morning,EMEA,Escalated,False,12.83,True
2024-01-01,REV_011,Child Safety,Morning,APAC,Escalated,True,12.7,True
2024-01-01,REV_005,Violence,Afternoon,EMEA,Removed,True,13.73,True
2024-01-01,REV_009,Child Safety,Morning,AMER,Kept,False,9.72,False
2024-01-01,REV_004,Self Harm,Morning,EMEA,Escalated,True,4.72,False
2024-01-01,REV_020,Bullying,Morning,APAC,Escalated,True,8.25,False
2024-01-01,REV_001,Violence,Night,AMER,Kept,True,3.44,False
2024-01-01,REV_001,Animal Cruelty,Afternoon,APAC,Escalated,True,4.03,False
2024-01-01,REV_003,Animal Cruelty,Afternoon,APAC,Escalated,False,8.85,False
2024-01-01,REV_018,Hate Speech,Afternoon,EMEA,Kept,True,6.72,False
2024-01-01,REV_009,Violence,Morning,EMEA,Escalated,True,6.15,False
2024-01-01,REV_004,Animal Cruelty,Night,EMEA,Kept,True,6.26,False
2024-01-01,REV_006,Violence,Afternoon,AMER,Removed,True,3.96,False
2024-01-01,REV_003,Violence,Afternoon,APAC,Removed,True,2.09,False
2024-01-01,REV_002,Self Harm,Afternoon,AMER,Kept,True,12.51,True
2024-01-01,REV_009,Hate Speech,Night,APAC,Removed,True,13.14,True
2024-01-01,REV_011,Self Harm,Morning,EMEA,Kept,True,6.9,False
2024-01-01,REV_013,Self Harm,Morning,EMEA,Escalated,True,6.46,False
2024-01-01,REV_009,Hate Speech,Night,EMEA,Removed,True,9.63,False
2024-01-01,REV_018,Self Harm,Afternoon,APAC,Kept,True,10.42,True
2024-01-01,REV_015,Animal Cruelty,Night,EMEA,Kept,True,7.49,False
2024-01-01,REV_002,Violence,Afternoon,AMER,Removed,False,5.21,False
2024-01-01,REV_003,Violence,Night,EMEA,Escalated,True,12.31,True
2024-01-01,REV_006,Hate Speech,Morning,AMER,Removed,True,7.42,False
2024-01-01,REV_003,Child Safety,Night,EMEA,Removed,True,14.32,True
2024-01-01,REV_020,Child Safety,Night,EMEA,Removed,False,6.52,False
2024-01-01,REV_019,Child Safety,Night,EMEA,Removed,True,10.27,True
2024-01-01,REV_004,Hate Speech,Night,APAC,Escalated,True,6.72,False
2024-01-01,REV_004,Self Harm,Afternoon,AMER,Kept,True,14.95,True
2024-01-02,REV_007,Hate Speech,Morning,APAC,Kept,True,13.63,True
2024-01-02,REV_003,Violence,Afternoon,AMER,Escalated,True,2.38,False
2024-01-02,REV_010,Self Harm,Morning,AMER,Removed,True,10.95,True
2024-01-02,REV_012,Animal Cruelty,Morning,APAC,Removed,False,12.19,True
2024-01-02,REV_016,Hate Speech,Afternoon,AMER,Escalated,True,7.81,False
2024-01-02,REV_005,Animal Cruelty,Morning,APAC,Escalated,True,14.99,True
2024-01-02,REV_016,Animal Cruelty,Afternoon,EMEA,Kept,True,2.5,False
2024-01-02,REV_003,Bullying,Afternoon,AMER,Escalated,True,3.23,False
2024-01-02,REV_019,Child Safety,Morning,EMEA,Removed,True,13.22,True
2024-01-02,REV_017,Child Safety,Afternoon,APAC,Removed,True,14.12,True
2024-01-02,REV_012,Animal Cruelty,Afternoon,APAC,Escalated,True,10.07,True
2024-01-02,REV_009,Child Safety,Night,EMEA,Escalated,True,2.76,False
2024-01-02,REV_006,Animal Cruelty,Night,APAC,Escalated,True,9.93,False
2024-01-02,REV_011,Animal Cruelty,Morning,APAC,Escalated,True,14.31,True
2024-01-02,REV_009,Violence,Morning,AMER,Kept,True,10.13,True
2024-01-02,REV_018,Self Harm,Night,EMEA,Escalated,True,12.36,True
2024-01-02,REV_013,Self Harm,Afternoon,APAC,Kept,True,3.63,False
2024-01-02,REV_016,Bullying,Morning,EMEA,Escalated,True,5.72,False
2024-01-02,REV_011,Violence,Afternoon,EMEA,Escalated,True,6.5,False
2024-01-02,REV_004,Self Harm,Morning,EMEA,Removed,True,7.57,False
2024-01-02,REV_004,Hate Speech,Afternoon,EMEA,Removed,True,7.14,False
2024-01-02,REV_011,Animal Cruelty,Night,EMEA,Escalated,True,3.65,False
2024-01-02,REV_015,Bullying,Afternoon,EMEA,Escalated,True,14.26,True
2024-01-02,REV_015,Child Safety,Morning,AMER,Kept,True,2.18,False
2024-01-02,REV_020,Violence,Night,EMEA,Removed,True,1.61,False
2024-01-02,REV_014,Child Safety,Afternoon,AMER,Removed,True,6.94,False
2024-01-02,REV_013,Hate Speech,Night,AMER,Removed,True,8.97,False
2024-01-02,REV_013,Animal Cruelty,Afternoon,AMER,Escalated,True,14.85,True
2024-01-02,REV_020,Hate Speech,Morning,APAC,Kept,True,12.23,True
2024-01-02,REV_018,Self Harm,Morning,APAC,Removed,True,6.92,False
2024-01-02,REV_002,Hate Speech,Morning,AMER,Kept,True,7.9,False
2024-01-02,REV_005,Animal Cruelty,Night,APAC,Removed,True,9.78,False
2024-01-02,REV_013,Animal Cruelty,Night,EMEA,Escalated,True,8.35,False
2024-01-02,REV_018,Bullying,Night,AMER,Kept,True,12.51,True
2024-01-02,REV_011,Violence,Morning,EMEA,Escalated,True,12.26,True
2024-01-02,REV_001,Animal Cruelty,Afternoon,EMEA,Escalated,False,12.07,True
2024-01-02,REV_019,Child Safety,Night,APAC,Escalated,True,3.8,False
2024-01-02,REV_020,Bullying,Morning,AMER,Escalated,True,9.23,False
2024-01-02,REV_004,Child Safety,Morning,EMEA,Escalated,True,3.54,False
2024-01-02,REV_007,Bullying,Night,AMER,Escalated,False,13.28,True
2024-01-02,REV_002,Violence,Morning,AMER,Escalated,True,5.89,False
2024-01-02,REV_016,Animal Cruelty,Afternoon,EMEA,Escalated,False,7.71,False
2024-01-02,REV_011,Animal Cruelty,Afternoon,AMER,Escalated,True,11.23,True
2024-01-02,REV_009,Animal Cruelty,Afternoon,APAC,Kept,False,5.27,False
2024-01-02,REV_008,Self Harm,Afternoon,AMER,Kept,True,11.02,True
2024-01-02,REV_016,Self Harm,Night,AMER,Escalated,True,3.15,False
2024-01-02,REV_018,Bullying,Afternoon,EMEA,Kept,False,12.36,True
2024-01-02,REV_002,Self Harm,Night,APAC,Kept,True,7.47,False
2024-01-02,REV_016,Child Safety,Morning,AMER,Kept,True,9.09,False
2024-01-02,REV_005,Hate Speech,Night,AMER,Escalated,True,4.77,False
2024-01-02,REV_017,Child Safety,Night,APAC,Escalated,True,7.08,False
2024-01-02,REV_016,Hate Speech,Night,APAC,Removed,True,8.93,False
2024-01-02,REV_014,Violence,Afternoon,EMEA,Kept,True,11.7,True
2024-01-02,REV_011,Self Harm,Night,APAC,Escalated,False,2.71,False
2024-01-02,REV_008,Animal Cruelty,Night,AMER,Removed,True,2.0,False
2024-01-02,REV_014,Child Safety,Morning,EMEA,Escalated,True,4.02,False
2024-01-02,REV_010,Hate Speech,Morning,EMEA,Kept,True,2.95,False
2024-01-02,REV_010,Bullying,Night,AMER,Removed,True,13.51,True
2024-01-02,REV_017,Bullying,Afternoon,APAC,Escalated,True,5.96,False
2024-01-02,REV_015,Violence,Afternoon,AMER,Kept,True,11.44,True
2024-01-02,REV_019,Violence,Morning,APAC,Kept,True,10.12,True
2024-01-02,REV_014,Animal Cruelty,Afternoon,APAC,Removed,True,2.79,False
2024-01-02,REV_016,Self Harm,Morning,APAC,Kept,True,4.68,False
2024-01-02,REV_011,Self Harm,Night,AMER,Kept,True,5.03,False
2024-01-02,REV_008,Hate Speech,Night,APAC,Escalated,True,3.66,False
2024-01-02,REV_017,Violence,Afternoon,AMER,Kept,True,13.87,True
2024-01-02,REV_012,Animal Cruelty,Morning,APAC,Kept,False,7.96,False
2024-01-02,REV_020,Self Harm,Afternoon,AMER,Escalated,True,7.86,False
2024-01-02,REV_007,Child Safety,Night,AMER,Kept,True,2.61,False
2024-01-02,REV_017,Violence,Afternoon,APAC,Escalated,False,3.01,False
2024-01-02,REV_017,Child Safety,Night,AMER,Escalated,True,5.93,False
2024-01-02,REV_015,Hate Speech,Night,APAC,Escalated,True,8.1,False
2024-01-02,REV_015,Hate Speech,Afternoon,APAC,Removed,True,7.67,False
2024-01-02,REV_018,Bullying,Night,EMEA,Removed,True,6.85,False
